"drugname_brand","drugname_generic","claim_count","total_spending","user_count","total_spending_per_user","unit_count","unit_cost_wavg","user_count_non_lowincome","out_of_pocket_avg_non_lowincome","user_count_lowincome","out_of_pocket_avg_lowincome","year"
"PEPCID","FAMOTIDINE",1507,389901.06,463,842.11892009,119075,3.3070603011,251,190.97454183,212,10.032924528,2012
"PERCOCET","OXYCODONE HCL/ACETAMINOPHEN",27635,17508110.86,6433,2721.6090253,3193413,5.3693572299,2789,287.34203657,3644,12.306309001,2012
"PHENADOZ","PROMETHAZINE HCL",46112,1071161.07,36381,29.442870454,638682,1.6756466751,11571,13.932743065,24810,0.8440999597,2012
"PHENERGAN","PROMETHAZINE HCL",454,21009.08,320,65.653375,7933,2.6090696588,69,28.741014493,251,1.2555378486,2012
"PLAVIX","CLOPIDOGREL BISULFATE",6468955,1690680324.4,2032721,831.73260097,258058520.74,6.5521691299,1163679,194.48790172,869042,18.844727827,2012
"POLYETHYLENE GLYCOL","POLYETHYLENE GLYCOL 3350",16,317.06,,,5338,0.0593967778,,,,,2012
"POLYETHYLENE GLYCOL 3350","POLYETHYLENE GLYCOL 3350",3431121,95963109.41,1015654,94.484055997,1659976117.4,0.0979159673,386595,22.824110814,629059,2.4538486533,2012
"POTASSIUM CHLORIDE","POTASSIUM CHLORIDE",11220792,358070481.85,2292579,156.18675817,870271180.6,0.4842538327,1248433,42.603737325,1044146,5.5268444643,2012
"PRAVACHOL","PRAVASTATIN SODIUM",7849,1923720.83,1918,1002.9827059,410533,4.683756556,1483,298.76925826,435,16.245471264,2012
"PRAVASTATIN SODIUM","PRAVASTATIN SODIUM",12091372,182120736,2465546,73.866290063,610545932.58,0.2978225544,1680851,31.843017317,784695,7.2868837192,2012
"PRED FORTE","PREDNISOLONE ACETATE",32200,1953424.41,18747,104.19930709,260354,7.5029552456,15000,71.059228667,3747,8.0585134774,2012
"PRED MILD","PREDNISOLONE ACETATE",14436,495400.52,7175,69.045368641,97425,5.0849424686,4758,51.219478773,2417,6.2476375672,2012
"AUGMENTIN","AMOXICILLIN/POTASSIUM CLAV",989,178387.6,725,246.05186207,46115.4,7.1054710253,425,66.934352941,300,4.7445333333,2012
"PREDNISOLONE ACETATE","PREDNISOLONE ACETATE",2035023,31248711.35,1200356,26.032869707,16564381.462,1.8865003454,840200,11.875850452,360156,2.3263325614,2012
"PREDNISONE","PREDNISONE",9151398,41734247.35,3607367,11.569171462,389709875.94,0.1259070939,2182286,8.264254062,1425081,2.6108482395,2012
"PREDNISONE INTENSOL","PREDNISONE",399,34524.09,217,159.09718894,30741,1.1230633356,78,33.218589744,139,1.8130935252,2012
"AUGMENTIN XR","AMOXICILLIN/POTASSIUM CLAV",303,61916.88,194,319.15917526,12939,4.7852909808,100,100.8894,94,5.44,2012
"PRILOSEC","OMEPRAZOLE",10012,4248343.82,2396,1773.0984224,636838,6.8048863281,1200,259.41215833,1196,15.990351171,2012
"PRIMLEV","OXYCODONE HCL/ACETAMINOPHEN",122,59385.9,69,860.66521739,10645,5.5701730606,30,107.99866667,39,3.9494871795,2012
"PRINIVIL","LISINOPRIL",6369,552434.75,1358,406.80025773,465160,1.1859810126,1142,231.82463222,216,28.362824074,2012
"PRINZIDE","LISINOPRIL/HYDROCHLOROTHIAZIDE",483,37417.21,139,269.18856115,28621,1.3057655179,118,179.06949153,21,44.788571429,2012
"PROAIR HFA","ALBUTEROL SULFATE",6212001,322073835.65,2227912,144.56308672,64915597.891,4.9614244668,1058400,67.740819756,1169512,10.769548299,2012
"PRODIGY PEN NEEDLE","PEN NEEDLE, DIABETIC",984,11509.31,401,28.701521197,108631,0.1059468938,140,21.674928571,261,6.1309578544,2012
"PROMETHAZINE HCL","PROMETHAZINE HCL",2236832,28912170.13,939333,30.779468123,122985989.52,0.3411196993,345539,14.690331974,593794,3.1430332236,2012
"PROMETHEGAN","PROMETHAZINE HCL",90617,3692765.69,64976,56.832764251,2650118.111,1.6179087855,30166,16.285371942,34810,1.93100316,2012
"PROPECIA","FINASTERIDE",598,65126.16,137,475.37343066,27584,2.361012181,,,,,2012
"PROSCAR","FINASTERIDE",4910,778192.19,1217,639.43483155,236439,3.291302154,835,260.08686228,382,14.740157068,2012
"PROTONIX","PANTOPRAZOLE SODIUM",79518,19928013.22,23802,837.24112343,3431891.67,5.8432244694,7450,258.89651678,16352,7.6402421722,2012
"PROTONIX IV","PANTOPRAZOLE SODIUM",2224,130438.29,490,266.20059184,114120,1.1429923764,97,195.6814433,393,4.5706870229,2012
"PROVENTIL HFA","ALBUTEROL SULFATE",449867,27889315.05,195960,142.32146892,3807748.764,7.3243579812,110458,75.524690833,85502,9.5254721527,2012
"PROZAC","FLUOXETINE HCL",22098,11502495.05,3753,3064.8801092,1424601,8.4458239891,1974,498.27660081,1779,26.066469927,2012
"PROZAC WEEKLY","FLUOXETINE HCL",1940,384345.47,290,1325.3292069,10997,34.950029099,117,451.35846154,173,21.071849711,2012
"QUETIAPINE FUMARATE","QUETIAPINE FUMARATE",4285959,470264132.44,703404,668.55481692,205511337.83,2.321676631,203577,96.599460941,499827,5.886641618,2012
"QUIXIN","LEVOFLOXACIN",144,11682.27,100,116.8227,760,15.371407895,52,76.708461538,48,1.4270833333,2012
"RANITIDINE HCL","RANITIDINE HCL",7085065,78887674.77,1469274,53.691601954,463646895.14,0.1676778724,702829,20.164041125,766445,4.9373689045,2012
"RAYOS","PREDNISONE",12,2657.79,11,241.61727273,488,5.5421004274,,,,,2012
"RECTIV","NITROGLYCERIN",1374,537549.35,1078,498.65431354,43035,12.490980597,612,94.974901961,466,5.3244420601,2012
"REMERON","MIRTAZAPINE",5326,870368.8,1021,852.46699314,226139.5,3.8402374916,541,335.70571165,480,18.741458333,2012
"RIOMET","METFORMIN HCL",2376,388516.6,816,476.12328431,1006461,0.3860225086,294,164.25989796,522,8.4538314176,2012
"ROSADAN","METRONIDAZOLE",121,15421.53,104,148.28394231,5895,2.6164234629,88,16.302272727,16,0.98125,2012
"ROXICET","OXYCODONE HCL/ACETAMINOPHEN",56771,1088165.05,37055,29.366213736,10083405,0.1417204691,20835,17.694161267,16220,2.5024926017,2012
"ROXICODONE","OXYCODONE HCL",6208,1766910,1858,950.97416577,903196.1,1.8288988236,490,179.54573469,1368,10.99880848,2012
"ROXICODONE INTENSOL","OXYCODONE HCL",22,1333.76,,,888,1.501981982,,,,,2012
"RYBIX ODT","TRAMADOL HCL",964,200879.38,560,358.71317857,75073,2.6757873004,249,96.500441767,311,5.9172347267,2012
"RYZOLT","TRAMADOL HCL",936,229958.85,285,806.87315789,33099,7.1201386227,147,217.69414966,138,17.512971014,2012
"SARAFEM","FLUOXETINE HCL",149,62788.59,38,1652.3313158,8320,7.5272217238,19,273.30421053,19,11.386842105,2012
"SEPTRA DS","SULFAMETHOXAZOLE/TRIMETHOPRIM",39,2026.67,29,69.885172414,1037,1.9543587271,18,25.156666667,11,1.5363636364,2012
"SEROQUEL","QUETIAPINE FUMARATE",1811212,721271749.47,543225,1327.7587546,85816675.364,8.5033350308,133613,193.30674889,409612,13.175848339,2012
"SEROQUEL XR","QUETIAPINE FUMARATE",981708,477288830.35,154438,3090.4882888,39013743.9,12.185674138,30682,361.08596995,123756,22.025664533,2012
"SERTRALINE HCL","SERTRALINE HCL",9751960,120183102.88,1658939,72.445763756,448274559.49,0.2699005131,897013,32.505641178,761926,6.196224489,2012
"SIMVASTATIN","SIMVASTATIN",37796130,491940513.41,7036671,69.910972591,1834667778.8,0.2680012756,4710711,31.229980474,2325960,6.6513672075,2012
"AZASITE","AZITHROMYCIN",133318,14754131.5,63971,230.63781245,408485.479,36.1191089,41228,78.440490686,22743,7.3170531592,2012
"SINGULAIR","MONTELUKAST SODIUM",3376663,687460959.7,836915,821.42267697,128614795.09,5.3451051872,370144,194.24902289,466771,16.857060871,2012
"SOLARAZE","DICLOFENAC SODIUM",108315,64755588.17,42864,1510.7220084,11703807.234,5.5328652357,13751,107.45647953,29113,6.786371037,2012
"SPIRIVA","TIOTROPIUM BROMIDE",5275914,1603177830.8,1065545,1504.5613567,193071927.19,8.3035263291,524154,304.99988229,541391,23.562164221,2012
"SPIRONOLACTONE","SPIRONOLACTONE",4427653,60753960.61,883434,68.770231404,222128535.28,0.2676169573,518624,30.108220059,364810,5.8968601738,2012
"AZITHROMYCIN","AZITHROMYCIN",7341656,95381167.849,5174918,18.431435599,48868152.541,2.0334053841,3148873,9.178205647,2026045,1.8030216901,2012
"STAGESIC","HYDROCODONE/ACETAMINOPHEN",1564,37856.52,794,47.678236776,120978,0.3129206963,508,22.663031496,286,4.0292307692,2012
"SULFAMETHOXAZOLE-TRIMETHOPRIM","SULFAMETHOXAZOLE/TRIMETHOPRIM",4320046,30756060.17,2717914,11.316053477,112973966.48,0.3030773127,1463726,6.8638751719,1254188,1.6332821236,2012
"SULFATRIM","SULFAMETHOXAZOLE/TRIMETHOPRIM",51,1067.73,36,29.659166667,18079,0.0590591294,11,7.59,25,0.5,2012
"SURE COMFORT","PEN NEEDLE, DIABETIC",45636,1375559.55,15895,86.540393205,4837803,0.2844355849,5481,42.036907499,10414,6.6822354523,2012
"SURE-FINE PEN NEEDLES","PEN NEEDLE, DIABETIC",2466,109595.75,1492,73.455596515,415168,0.264626094,436,37.744747706,1056,4.1584090909,2012
"SYNTHROID","LEVOTHYROXINE SODIUM",4714431,133893332.86,830231,161.27238426,234295386.15,0.5717123661,667351,116.5135729,162880,20.054304641,2012
"TAMSULOSIN HCL","TAMSULOSIN HCL",9378497,234231114.82,1824386,128.38901133,470480323.75,0.4978552832,1240670,47.68208817,583716,6.2593799896,2012
"BACTRIM","SULFAMETHOXAZOLE/TRIMETHOPRIM",83,4361.71,35,124.62028571,3082,1.415220636,,,,,2012
"TAZTIA XT","DILTIAZEM HCL",287830,18345097.35,63852,287.30654247,14086531.5,1.3238548869,44799,58.961119668,19053,9.2512764394,2012
"BACTRIM DS","SULFAMETHOXAZOLE/TRIMETHOPRIM",903,62677.43,615,101.91452033,24088,2.6020188476,427,50.983442623,188,4.7965957447,2012
"TEMOVATE","CLOBETASOL PROPIONATE",232,60463.44,137,441.3389781,12865,4.8076953872,107,96.863925234,30,5.31,2012
"TENORMIN","ATENOLOL",16929,1787236.21,3265,547.39240735,1069808,1.6859924157,2739,302.96553852,526,28.767927757,2012
"BACTROBAN","MUPIROCIN",947,111996.33,618,181.22383495,44113.9,2.5387991087,410,55.018902439,208,4.9645673077,2012
"TIAZAC","DILTIAZEM HCL",6492,583131.52,1400,416.52251429,305934.1,1.9640111263,930,272.94202151,470,17.281680851,2012
"TIROSINT","LEVOTHYROXINE SODIUM",11741,456339.2,3020,151.10569536,512183,0.8908991461,2183,102.53432432,837,14.43339307,2012
"TOPCARE CLICKFINE","PEN NEEDLE, DIABETIC",403,7638.96,186,41.069677419,44780,0.1705439347,98,30.085918367,88,4.7871590909,2012
"TOPROL XL","METOPROLOL SUCCINATE",692944,56210242.09,186014,302.18285769,59216587.6,0.9571613692,167083,89.146852223,18931,16.8534668,2012
"TRAMADOL HCL","TRAMADOL HCL",11329361,111163449.46,3309469,33.589512233,983288388.92,0.1130527429,1720217,16.38630985,1589252,4.2911070491,2012
"TRAMADOL HCL ER","TRAMADOL HCL",127130,19341311.45,37021,522.44162637,5238610.2,3.7887504318,20742,136.39383762,16279,7.5436329013,2012
"TRAZODONE HCL","TRAZODONE HCL",7924599,64888504.97,1486077,43.664295302,387107267.39,0.1748459373,638022,22.375625433,848055,5.3673698994,2012
"TRIAMCINOLONE ACETONIDE","TRIAMCINOLONE ACETONIDE",3026141,70099297.02,1634000,42.900426573,304253867.27,0.9654663367,948972,12.826539097,685028,2.0822173254,2012
"TRIAMTERENE-HCTZ","TRIAMTERENE/HYDROCHLOROTHIAZID",2646,23585.73,883,26.710906002,93841,0.2494082682,438,15.865890411,445,3.5053258427,2012
"TRIAMTERENE-HYDROCHLOROTHIAZID","TRIAMTERENE/HYDROCHLOROTHIAZID",4958988,56244886.53,1012613,55.544306196,250591639.26,0.2232814365,750046,31.731270229,262567,7.6576798684,2012
"TRIANEX","TRIAMCINOLONE ACETONIDE",2406,441945.71,1614,273.8201425,182973,2.4153602444,969,41.899525284,645,2.2990232558,2012
"TRIDERM","TRIAMCINOLONE ACETONIDE",21,496.42,20,24.821,3530,0.1406639061,,,,,2012
"BD ULTRA-FINE PEN NEEDLE","PEN NEEDLE, DIABETIC",2258193,87163775.2,721841,120.75204262,281381369.2,0.3097685548,358031,66.931758088,363810,8.7955773343,2012
"TYLENOL-CODEINE NO.3","ACETAMINOPHEN WITH CODEINE",2472,178119.26,771,231.02368353,216957,0.8209887674,481,121.11627859,290,6.5553448276,2012
"TYLENOL-CODEINE NO.4","ACETAMINOPHEN WITH CODEINE",1324,250124.9,233,1073.4974249,172870,1.4468959334,97,377.65103093,136,8.2581617647,2012
"TYLOX","OXYCODONE HCL/ACETAMINOPHEN",555,124292.08,162,767.23506173,62101,2.0014505402,65,245.30738462,97,16.684123711,2012
"ULTICARE","PEN NEEDLE, DIABETIC",80473,2180690.27,27441,79.468323676,8641069,0.2524060293,10556,43.594264873,16885,6.4384424045,2012
"ULTRACOMFORT","PEN NEEDLE, DIABETIC",47,1112.57,22,50.571363636,4510,0.2470738758,,,,,2012
"ULTRAM","TRAMADOL HCL",9890,2417592.2,2366,1021.8056636,1354528.5,1.784821951,1346,260.88907132,1020,20.873156863,2012
"ULTRAM ER","TRAMADOL HCL",3392,1133056.96,781,1450.7771575,145811,8.1212078851,422,363.56054502,359,18.16356546,2012
"ULTRA-THIN II","PEN NEEDLE, DIABETIC",461,20373.47,264,77.172234848,71470,0.2849531376,85,29.283294118,179,2.709273743,2012
"UNIFINE PENTIPS","PEN NEEDLE, DIABETIC",161057,4122881.45,50489,81.659003941,17384129,0.2371909748,16706,47.120035317,33783,6.7121851227,2012
"UNIFINE PENTIPS PLUS","PEN NEEDLE, DIABETIC",138,4062.44,124,32.761612903,16250,0.250350418,50,17.5858,74,1.8054054054,2012
"UNITHROID","LEVOTHYROXINE SODIUM",23403,274043.87,4180,65.56073445,1162963,0.2366377341,3061,43.801666122,1119,9.2078105451,2012
"VANDAZOLE","METRONIDAZOLE",12741,373260.69,9861,37.852214786,923164,0.4043276059,4810,9.4148045738,5051,1.7278499307,2012
"VASOTEC","ENALAPRIL MALEATE",8250,2104990.76,1715,1227.3998601,623889,3.3547997538,1307,366.2945065,408,29.735220588,2012
"VENTOLIN HFA","ALBUTEROL SULFATE",2771663,125899401.27,1050724,119.82157186,57488636.827,2.1899875909,426289,60.949122943,624435,9.2189538543,2012
"VIBRAMYCIN","DOXYCYCLINE HYCLATE",196,56281.13,94,598.73542553,10626,5.2965490307,59,147.24711864,35,6.2285714286,2012
"VICODIN","HYDROCODONE/ACETAMINOPHEN",9056,875441.01,4510,194.11108869,605613,1.4555872257,2710,75.593214022,1800,4.3417722222,2012
"VICODIN ES","HYDROCODONE/ACETAMINOPHEN",9136,1241706.22,3414,363.71008202,778386,1.6011178511,1924,120.02413202,1490,7.1922147651,2012
"VICODIN HP","HYDROCODONE/ACETAMINOPHEN",2060,363044.6,476,762.6987395,228303,1.5897680645,224,159.16214286,252,10.263888889,2012
"VITAZOL","METRONIDAZOLE",325,18472.15,245,75.396530612,17626,1.0480057869,154,20.559350649,91,2.1382417582,2012
"VOLTAREN","DICLOFENAC SODIUM",1252952,87101289.21,590086,147.60778803,254609944.37,0.3427053232,261503,52.492513509,328583,7.1154834547,2012
"VOLTAREN-XR","DICLOFENAC SODIUM",590,234671.8,148,1585.6202703,31238,7.5123823548,105,351.88971429,43,15.402325581,2012
"VOSPIRE ER","ALBUTEROL SULFATE",310,55015.85,143,384.72622378,30802,1.7977168003,99,84.687171717,44,4.6865909091,2012
"WARFARIN SODIUM","WARFARIN SODIUM",15695133,177992256.17,2270356,78.398390459,735678814.94,0.2489387405,1558550,37.302496834,711806,7.7776830485,2012
"WELLBUTRIN","BUPROPION HCL",1862,416041.92,464,896.64206897,167236.5,2.4849826109,202,340.98534653,262,11.926603053,2012
"WELLBUTRIN SR","BUPROPION HCL",9661,2992898.28,2167,1381.1251869,715504,4.2111114927,1068,393.47411985,1099,15.173876251,2012
"WELLBUTRIN XL","BUPROPION HCL",32189,12964285.47,5926,2187.6958269,1598713,8.3714123112,3087,473.53967282,2839,25.397463896,2012
"XALATAN","LATANOPROST",89818,11320264.7,25358,446.4178839,292080.91,38.757290574,15932,192.58074379,9426,13.915659877,2012
"XANAX","ALPRAZOLAM",6122,1161319.46,1490,779.40903356,560250,2.0400745571,1439,189.38710215,51,241.64803922,2012
"XANAX XR","ALPRAZOLAM",227,64314.78,50,1286.2956,15338,4.2523464425,,,,,2012
"XODOL 10-300","HYDROCODONE/ACETAMINOPHEN",149,113529.51,46,2468.0328261,20054,5.6611902862,13,539.69769231,33,5.5715151515,2012
"XODOL 5-300","HYDROCODONE/ACETAMINOPHEN",59,15767.09,43,366.67651163,4012,3.9299825523,18,63.055,25,3.2156,2012
"XODOL 7.5-300","HYDROCODONE/ACETAMINOPHEN",60,23658.07,44,537.68340909,4775,4.9545696335,24,164.52291667,20,3.8535,2012
"XOLOX","OXYCODONE HCL/ACETAMINOPHEN",119,28021.36,40,700.534,11137,2.5160599802,,,,,2012
"ZAMICET","HYDROCODONE/ACETAMINOPHEN",631,151254.68,264,572.93439394,481187,0.3143365885,170,53.544588235,94,10.491702128,2012
"ZANTAC","RANITIDINE HCL",4094,1301699.8,1053,1236.1821462,360975,4.3909161491,593,194.22035413,460,12.405195652,2012
"ZANTAC 25","RANITIDINE HCL",25,10417.63,20,520.8815,2744,3.7965123907,,,,,2012
"ZESTORETIC","LISINOPRIL/HYDROCHLOROTHIAZIDE",3173,268118.87,688,389.70765988,170652,1.571740357,556,235.31444245,132,27.676590909,2012
"ZESTRIL","LISINOPRIL",10468,980844.69,2249,436.12480658,640758,1.5463988862,1754,240.05099772,495,26.542161616,2012
"ZITHROMAX","AZITHROMYCIN",5445,468967.52,3592,130.55888641,59133.9,11.718556222,2347,66.594401363,1245,4.3579839357,2012
"ZITHROMAX TRI-PAK","AZITHROMYCIN",224,19769.39,165,119.81448485,908,21.772455947,115,43.640521739,50,3.3308,2012
"ZMAX","AZITHROMYCIN",1678,155069.25,1409,110.05624556,1855,83.595283019,665,62.01512782,744,4.9107123656,2012
"ZOCOR","SIMVASTATIN",14720,3784328.55,3634,1041.36724,760204,5.0039190198,2697,280.59212088,937,18.927235859,2012
"ZOLOFT","SERTRALINE HCL",28408,6845007.75,5430,1260.5907459,1578387.8,4.3433576392,2985,380.39895477,2445,22.460519427,2012
"ZOLPIDEM TARTRATE","ZOLPIDEM TARTRATE",11927562,90371549.63,2288644,39.486940577,400490985.7,0.2260984039,1299739,25.164340933,988905,6.1637391256,2012
"ZOLPIDEM TARTRATE ER","ZOLPIDEM TARTRATE",410417,54938863.25,86930,631.98968423,14191157,3.8706484906,52835,117.62507713,34095,9.0171755389,2012
"ZOLPIMIST","ZOLPIDEM TARTRATE",316,24117.42,90,267.97133333,2786.7,8.6544730326,37,141.83783784,53,18.747735849,2012
"ZOLVIT","HYDROCODONE/ACETAMINOPHEN",67,3796.07,45,84.357111111,23234,0.1633842644,19,55.701052632,26,2.5346153846,2012
"ZOSTAVAX","ZOSTER VACCINE LIVE/PF",1286692,233611450.52,1279171,182.62722538,2332268.557,100.1649016,1032199,64.927759647,246972,5.376836686,2012
"ZYBAN","BUPROPION HCL",167,30888.11,83,372.14590361,10206,3.0264658044,31,149.38516129,52,9.8763461538,2012
"ZYDONE","HYDROCODONE/ACETAMINOPHEN",1043,93256.47,280,333.05882143,119416,0.7759237345,201,188.56651741,79,9.042278481,2012
"ZYLOPRIM","ALLOPURINOL",1573,173384.07,343,505.49291545,86271,2.1182241038,293,252.46887372,50,22.6094,2012
"BINOSTO","ALENDRONATE SODIUM",29,5133.36,24,213.89,137,37.469781022,,,,,2012
"BUDEPRION SR","BUPROPION HCL",50776,2369316.36,14518,163.19853699,3251414.1,0.7051081253,6802,37.051648045,7716,4.9694647486,2012
"BUDEPRION XL","BUPROPION HCL",80661,3988160.88,25715,155.09083725,2871899.5,1.4149333057,10131,49.812428191,15584,4.1620033368,2012
"BUPROBAN","BUPROPION HCL",8685,525543.08,4071,129.09434537,588666,0.8927695501,1503,34.472401863,2568,3.3553232087,2012
"BUPROPION HCL","BUPROPION HCL",527295,18771202.12,121669,154.28089423,47093381.349,0.4162423596,58060,39.649254736,63609,4.7391836061,2012
"BUPROPION HCL SR","BUPROPION HCL",2071732,91375764.51,427157,213.91611166,135642983.36,0.6794528164,204763,59.996506302,222394,7.12386809,2012
"BUPROPION XL","BUPROPION HCL",2069719,119956781.79,381228,314.65889649,90569637,1.3340686088,191753,120.06912737,189475,8.9764733606,2012
"CAPITAL W-CODEINE","ACETAMINOPHEN WITH CODEINE",27,8607.63,19,453.03315789,9229,0.9326720121,,,,,2012
"CARDIZEM","DILTIAZEM HCL",1052,212738.85,220,966.99477273,118341,1.8472748702,152,310.72848684,68,16.320588235,2012
"CARDIZEM CD","DILTIAZEM HCL",32498,11284989.38,7851,1437.3951573,1484127,7.8791150309,4680,323.78669872,3171,18.863434248,2012
"CARDIZEM LA","DILTIAZEM HCL",24903,4793849.37,7031,681.81615275,1438434.1,3.3451181415,5295,190.67039471,1736,15.877667051,2012
"CARTIA XT","DILTIAZEM HCL",671138,27960350.4,175643,159.18852673,34242192.236,0.8223070492,119424,43.702319634,56219,6.5076947295,2012
"CARVEDILOL","CARVEDILOL",11594920,142258116.24,1987470,71.577491102,993399681.98,0.1436331135,1170091,31.411666956,817379,7.105210496,2012
"CATAPRES","CLONIDINE HCL",2954,692398.92,600,1153.9982,325890,2.1346317687,400,331.238125,200,24.2689,2012
"CELEBREX","CELECOXIB",3186574,693337407.44,773399,896.48086879,162752709.45,4.272152405,457412,224.39551735,315987,18.829992595,2012
"CELEXA","CITALOPRAM HYDROBROMIDE",9442,1780621.07,1965,906.16848346,443027.5,4.0236715338,1161,330.50549526,804,19.661318408,2012
"CENTANY","MUPIROCIN",954,47928.42,825,58.095054545,29857,1.6052657668,651,22.777419355,174,2.977183908,2012
"CENTANY AT","MUPIROCIN",132,19743.23,116,170.20025862,511,38.636457926,81,48.16037037,35,6.1031428571,2012
"CEPHALEXIN","CEPHALEXIN",4225085,34756967.64,2953941,11.766303944,124240910.62,0.2915166136,1787844,6.9161363015,1166097,1.5261663824,2012
"CETRAXAL","CIPROFLOXACIN HCL",244,31827.96,225,141.4576,3651,8.7176006574,64,77.41453125,161,4.0968944099,2012
"ADVAIR DISKUS","FLUTICASONE/SALMETEROL",6288985,1886312550.8,1424306,1324.3730988,452555705.86,4.1705809168,687716,248.59364784,736590,19.37926267,2012
"ADVAIR HFA","FLUTICASONE/SALMETEROL",302531,91128963.41,87054,1046.8096056,4174480.7,21.831164747,41354,197.80837476,45700,14.725586433,2012
"CILOXAN","CIPROFLOXACIN HCL",16356,1870430.37,9795,190.95766922,64449.7,29.106636415,5419,79.596661746,4376,4.9549794333,2012
"CIPRO","CIPROFLOXACIN HCL",1983,202564.27,1339,151.28026139,41391,4.8993406821,969,59.83251806,370,5.4386486486,2012
"CIPROFLOXACIN HCL","CIPROFLOXACIN HCL",6617462,50276172.97,4427056,11.356570364,104844821.77,0.5635293388,2723062,6.6869705683,1703994,1.609382492,2012
"CITALOPRAM HBR","CITALOPRAM HYDROBROMIDE",10799562,95872199.84,1908891,50.224030518,450357301.59,0.2123342409,1042997,25.434214873,865894,5.5733429265,2012
"ADVOCATE PEN NEEDLES","PEN NEEDLE, DIABETIC",290,13956.22,137,101.87021898,44500,0.3136576974,27,33.382222222,110,5.3823636364,2012
"CLEOCIN HCL","CLINDAMYCIN HCL",344,39620.54,237,167.17527426,12744,3.4602136921,145,61.631310345,92,4.6869565217,2012
"CLICKFINE","PEN NEEDLE, DIABETIC",33594,614346.42,13718,44.783964135,3765580,0.1631407287,7436,31.517482517,6282,6.6060299268,2012
